Time,IP Source,IP Destination,Attack Time
2017-04-26 19:32:25.570344,10.0.0.13,10.0.0.12,"(36, 15, 0)s"
2017-04-26 19:32:27.653750,10.0.0.13,10.0.0.12,"(38, 15, 0)s"
2017-04-26 19:32:29.735021,10.0.0.13,10.0.0.12,"(40, 15, 0)s"
2017-04-26 19:32:31.817430,10.0.0.13,10.0.0.12,"(43, 15, 0)s"
2017-04-26 19:32:33.897513,10.0.0.13,10.0.0.12,"(45, 15, 0)s"
2017-04-26 19:32:35.980146,10.0.0.13,10.0.0.12,"(47, 15, 0)s"
2017-04-26 19:32:38.056508,10.0.0.13,10.0.0.12,"(49, 15, 0)s"
2017-04-26 19:32:40.119094,10.0.0.13,10.0.0.12,"(51, 15, 0)s"
2017-04-26 19:32:42.196787,10.0.0.13,10.0.0.12,"(53, 15, 0)s"
2017-04-26 19:32:44.273269,10.0.0.13,10.0.0.12,"(55, 15, 0)s"
2017-04-26 19:32:46.353432,10.0.0.13,10.0.0.12,"(57, 15, 0)s"
2017-04-26 19:32:48.434209,10.0.0.13,10.0.0.12,"(59, 15, 0)s"
2017-04-26 19:32:50.509797,10.0.0.13,10.0.0.12,"(1, 16, 0)s"
2017-04-26 19:32:52.589703,10.0.0.13,10.0.0.12,"(3, 16, 0)s"
2017-04-26 19:32:54.670092,10.0.0.13,10.0.0.12,"(5, 16, 0)s"
2017-04-26 19:32:56.750908,10.0.0.13,10.0.0.12,"(7, 16, 0)s"
2017-04-26 19:32:58.834575,10.0.0.13,10.0.0.12,"(10, 16, 0)s"
2017-04-26 19:33:00.915165,10.0.0.13,10.0.0.12,"(12, 16, 0)s"
2017-04-26 19:33:02.989978,10.0.0.13,10.0.0.12,"(14, 16, 0)s"
2017-04-26 19:33:05.066448,10.0.0.13,10.0.0.12,"(16, 16, 0)s"
2017-04-26 19:33:07.144088,10.0.0.13,10.0.0.12,"(18, 16, 0)s"
2017-04-26 19:33:09.223065,10.0.0.13,10.0.0.12,"(20, 16, 0)s"
2017-04-26 19:33:11.301141,10.0.0.13,10.0.0.12,"(22, 16, 0)s"
2017-04-26 19:33:13.376127,10.0.0.13,10.0.0.12,"(24, 16, 0)s"
2017-04-26 19:33:15.455894,10.0.0.13,10.0.0.12,"(26, 16, 0)s"
2017-04-26 19:33:17.538780,10.0.0.13,10.0.0.12,"(28, 16, 0)s"
2017-04-26 19:33:19.619711,10.0.0.13,10.0.0.12,"(30, 16, 0)s"
2017-04-26 19:33:21.694214,10.0.0.13,10.0.0.12,"(32, 16, 0)s"
2017-04-26 19:33:23.761275,10.0.0.13,10.0.0.12,"(34, 16, 0)s"
2017-04-26 19:33:25.837220,10.0.0.13,10.0.0.12,"(37, 16, 0)s"
2017-04-26 19:33:27.911572,10.0.0.13,10.0.0.12,"(39, 16, 0)s"
2017-04-26 19:33:29.990211,10.0.0.13,10.0.0.12,"(41, 16, 0)s"
2017-04-26 19:33:32.078738,10.0.0.13,10.0.0.12,"(43, 16, 0)s"
2017-04-26 19:33:34.162176,10.0.0.13,10.0.0.12,"(45, 16, 0)s"
2017-04-26 19:33:36.248575,10.0.0.13,10.0.0.12,"(47, 16, 0)s"
2017-04-26 19:33:38.330358,10.0.0.13,10.0.0.12,"(49, 16, 0)s"
2017-04-26 19:33:40.411675,10.0.0.13,10.0.0.12,"(51, 16, 0)s"
2017-04-26 19:33:42.493795,10.0.0.13,10.0.0.12,"(53, 16, 0)s"
2017-04-26 19:33:44.568828,10.0.0.13,10.0.0.12,"(55, 16, 0)s"
2017-04-26 19:33:46.649178,10.0.0.13,10.0.0.12,"(57, 16, 0)s"
2017-04-26 19:33:48.724554,10.0.0.13,10.0.0.12,"(59, 16, 0)s"
2017-04-26 19:33:50.807594,10.0.0.13,10.0.0.12,"(2, 17, 0)s"
2017-04-26 19:33:52.899501,10.0.0.13,10.0.0.12,"(4, 17, 0)s"
2017-04-26 19:33:54.981984,10.0.0.13,10.0.0.12,"(6, 17, 0)s"
2017-04-26 19:33:57.058085,10.0.0.13,10.0.0.12,"(8, 17, 0)s"
2017-04-26 19:33:59.142173,10.0.0.13,10.0.0.12,"(10, 17, 0)s"
2017-04-26 19:34:01.218496,10.0.0.13,10.0.0.12,"(12, 17, 0)s"
2017-04-26 19:34:03.301889,10.0.0.13,10.0.0.12,"(14, 17, 0)s"
2017-04-26 19:34:05.384276,10.0.0.13,10.0.0.12,"(16, 17, 0)s"
2017-04-26 19:34:07.465803,10.0.0.13,10.0.0.12,"(18, 17, 0)s"
2017-04-26 19:34:09.547107,10.0.0.13,10.0.0.12,"(20, 17, 0)s"
2017-04-26 19:34:11.725240,10.0.0.13,10.0.0.12,"(22, 17, 0)s"
2017-04-26 19:34:13.851380,10.0.0.13,10.0.0.12,"(25, 17, 0)s"
2017-04-26 19:34:15.933160,10.0.0.13,10.0.0.12,"(27, 17, 0)s"
2017-04-26 19:34:18.016574,10.0.0.13,10.0.0.12,"(29, 17, 0)s"
2017-04-26 19:34:20.098605,10.0.0.13,10.0.0.12,"(31, 17, 0)s"
2017-04-26 19:34:22.173092,10.0.0.13,10.0.0.12,"(33, 17, 0)s"
2017-04-26 19:34:24.248824,10.0.0.13,10.0.0.12,"(35, 17, 0)s"
2017-04-26 19:34:26.324762,10.0.0.13,10.0.0.12,"(37, 17, 0)s"
2017-04-26 19:34:28.412450,10.0.0.13,10.0.0.12,"(39, 17, 0)s"
2017-04-26 19:34:30.496126,10.0.0.13,10.0.0.12,"(41, 17, 0)s"
2017-04-26 19:34:32.580610,10.0.0.13,10.0.0.12,"(43, 17, 0)s"
2017-04-26 19:34:34.658641,10.0.0.13,10.0.0.12,"(45, 17, 0)s"
2017-04-26 19:34:36.737841,10.0.0.13,10.0.0.12,"(47, 17, 0)s"
2017-04-26 19:34:38.817742,10.0.0.13,10.0.0.12,"(50, 17, 0)s"
2017-04-26 19:34:40.902669,10.0.0.13,10.0.0.12,"(52, 17, 0)s"
2017-04-26 19:34:42.984828,10.0.0.13,10.0.0.12,"(54, 17, 0)s"
2017-04-26 19:34:45.066870,10.0.0.13,10.0.0.12,"(56, 17, 0)s"
2017-04-26 19:34:47.149181,10.0.0.13,10.0.0.12,"(58, 17, 0)s"
2017-04-26 19:34:49.226873,10.0.0.13,10.0.0.12,"(0, 18, 0)s"
2017-04-26 19:34:51.308995,10.0.0.13,10.0.0.12,"(2, 18, 0)s"
2017-04-26 19:34:53.384739,10.0.0.13,10.0.0.12,"(4, 18, 0)s"
2017-04-26 19:34:55.457732,10.0.0.13,10.0.0.12,"(6, 18, 0)s"
2017-04-26 19:34:57.540136,10.0.0.13,10.0.0.12,"(8, 18, 0)s"
2017-04-26 19:34:59.623166,10.0.0.13,10.0.0.12,"(10, 18, 0)s"
2017-04-26 19:35:01.699825,10.0.0.13,10.0.0.12,"(12, 18, 0)s"
2017-04-26 19:35:03.782041,10.0.0.13,10.0.0.12,"(14, 18, 0)s"
2017-04-26 19:35:05.865644,10.0.0.13,10.0.0.12,"(17, 18, 0)s"
2017-04-26 19:35:07.948678,10.0.0.13,10.0.0.12,"(19, 18, 0)s"
2017-04-26 19:35:10.030544,10.0.0.13,10.0.0.12,"(21, 18, 0)s"
2017-04-26 19:35:12.110898,10.0.0.13,10.0.0.12,"(23, 18, 0)s"
2017-04-26 19:35:14.186735,10.0.0.13,10.0.0.12,"(25, 18, 0)s"
2017-04-26 19:35:16.270053,10.0.0.13,10.0.0.12,"(27, 18, 0)s"
2017-04-26 19:35:18.355017,10.0.0.13,10.0.0.12,"(29, 18, 0)s"
2017-04-26 19:35:20.442998,10.0.0.13,10.0.0.12,"(31, 18, 0)s"
2017-04-26 19:35:22.520524,10.0.0.13,10.0.0.12,"(33, 18, 0)s"
2017-04-26 19:35:24.597845,10.0.0.13,10.0.0.12,"(35, 18, 0)s"
2017-04-26 19:35:26.677868,10.0.0.13,10.0.0.12,"(37, 18, 0)s"
2017-04-26 19:35:28.760501,10.0.0.13,10.0.0.12,"(39, 18, 0)s"
2017-04-26 19:35:30.842077,10.0.0.13,10.0.0.12,"(42, 18, 0)s"
2017-04-26 19:35:32.922768,10.0.0.13,10.0.0.12,"(44, 18, 0)s"
2017-04-26 19:35:35.002211,10.0.0.13,10.0.0.12,"(46, 18, 0)s"
2017-04-26 19:35:37.087056,10.0.0.13,10.0.0.12,"(48, 18, 0)s"
2017-04-26 19:35:39.172641,10.0.0.13,10.0.0.12,"(50, 18, 0)s"
2017-04-26 19:35:41.258167,10.0.0.13,10.0.0.12,"(52, 18, 0)s"
2017-04-26 19:35:43.340692,10.0.0.13,10.0.0.12,"(54, 18, 0)s"
2017-04-26 19:35:45.421629,10.0.0.13,10.0.0.12,"(56, 18, 0)s"
2017-04-26 19:35:47.502801,10.0.0.13,10.0.0.12,"(58, 18, 0)s"
2017-04-26 19:35:49.587541,10.0.0.13,10.0.0.12,"(0, 19, 0)s"
2017-04-26 19:35:51.668894,10.0.0.13,10.0.0.12,"(2, 19, 0)s"
2017-04-26 19:35:53.750075,10.0.0.13,10.0.0.12,"(4, 19, 0)s"
2017-04-26 19:35:55.824212,10.0.0.13,10.0.0.12,"(7, 19, 0)s"
2017-04-26 19:35:57.906418,10.0.0.13,10.0.0.12,"(9, 19, 0)s"
2017-04-26 19:35:59.985556,10.0.0.13,10.0.0.12,"(11, 19, 0)s"
2017-04-26 19:36:02.066967,10.0.0.13,10.0.0.12,"(13, 19, 0)s"
2017-04-26 19:36:04.149226,10.0.0.13,10.0.0.12,"(15, 19, 0)s"
2017-04-26 19:36:06.230333,10.0.0.13,10.0.0.12,"(17, 19, 0)s"
2017-04-26 19:36:08.311341,10.0.0.13,10.0.0.12,"(19, 19, 0)s"
2017-04-26 19:36:10.387272,10.0.0.13,10.0.0.12,"(21, 19, 0)s"
2017-04-26 19:36:12.469643,10.0.0.13,10.0.0.12,"(23, 19, 0)s"
2017-04-26 19:36:14.546857,10.0.0.13,10.0.0.12,"(25, 19, 0)s"
2017-04-26 19:36:16.634846,10.0.0.13,10.0.0.12,"(27, 19, 0)s"
2017-04-26 19:36:18.723337,10.0.0.13,10.0.0.12,"(29, 19, 0)s"
2017-04-26 19:36:20.800127,10.0.0.13,10.0.0.12,"(32, 19, 0)s"
2017-04-26 19:36:22.876355,10.0.0.13,10.0.0.12,"(34, 19, 0)s"
2017-04-26 19:36:24.953160,10.0.0.13,10.0.0.12,"(36, 19, 0)s"
2017-04-26 19:36:27.036188,10.0.0.13,10.0.0.12,"(38, 19, 0)s"
2017-04-26 19:36:29.118402,10.0.0.13,10.0.0.12,"(40, 19, 0)s"
2017-04-26 19:36:31.199460,10.0.0.13,10.0.0.12,"(42, 19, 0)s"
2017-04-26 19:36:33.279642,10.0.0.13,10.0.0.12,"(44, 19, 0)s"
2017-04-26 19:36:35.358479,10.0.0.13,10.0.0.12,"(46, 19, 0)s"
2017-04-26 19:36:37.448467,10.0.0.13,10.0.0.12,"(48, 19, 0)s"
2017-04-26 19:36:39.539500,10.0.0.13,10.0.0.12,"(50, 19, 0)s"
2017-04-26 19:36:41.621148,10.0.0.13,10.0.0.12,"(52, 19, 0)s"
2017-04-26 19:36:43.705151,10.0.0.13,10.0.0.12,"(54, 19, 0)s"
2017-04-26 19:36:45.783076,10.0.0.13,10.0.0.12,"(56, 19, 0)s"
2017-04-26 19:36:47.888678,10.0.0.13,10.0.0.12,"(59, 19, 0)s"
2017-04-26 19:36:49.968913,10.0.0.13,10.0.0.12,"(1, 20, 0)s"
2017-04-26 19:36:52.044494,10.0.0.13,10.0.0.12,"(3, 20, 0)s"
2017-04-26 19:36:54.120177,10.0.0.13,10.0.0.12,"(5, 20, 0)s"
2017-04-26 19:36:56.196928,10.0.0.13,10.0.0.12,"(7, 20, 0)s"
2017-04-26 19:36:58.277832,10.0.0.13,10.0.0.12,"(9, 20, 0)s"
2017-04-26 19:37:00.360178,10.0.0.13,10.0.0.12,"(11, 20, 0)s"
2017-04-26 19:37:02.441507,10.0.0.13,10.0.0.12,"(13, 20, 0)s"
2017-04-26 19:37:04.521652,10.0.0.13,10.0.0.12,"(15, 20, 0)s"
2017-04-26 19:37:06.604144,10.0.0.13,10.0.0.12,"(17, 20, 0)s"
2017-04-26 19:37:08.690936,10.0.0.13,10.0.0.12,"(19, 20, 0)s"
2017-04-26 19:37:10.774013,10.0.0.13,10.0.0.12,"(21, 20, 0)s"
2017-04-26 19:37:12.863004,10.0.0.13,10.0.0.12,"(24, 20, 0)s"
2017-04-26 19:37:14.937076,10.0.0.13,10.0.0.12,"(26, 20, 0)s"
2017-04-26 19:37:17.019555,10.0.0.13,10.0.0.12,"(28, 20, 0)s"
2017-04-26 19:37:19.097656,10.0.0.13,10.0.0.12,"(30, 20, 0)s"
2017-04-26 19:37:21.174006,10.0.0.13,10.0.0.12,"(32, 20, 0)s"
2017-04-26 19:37:23.257624,10.0.0.13,10.0.0.12,"(34, 20, 0)s"
2017-04-26 19:37:25.332958,10.0.0.13,10.0.0.12,"(36, 20, 0)s"
2017-04-26 19:37:27.413264,10.0.0.13,10.0.0.12,"(38, 20, 0)s"
2017-04-26 19:37:29.492341,10.0.0.13,10.0.0.12,"(40, 20, 0)s"
2017-04-26 19:37:31.565876,10.0.0.13,10.0.0.12,"(42, 20, 0)s"
2017-04-26 19:37:33.651168,10.0.0.13,10.0.0.12,"(44, 20, 0)s"
2017-04-26 19:37:35.729754,10.0.0.13,10.0.0.12,"(46, 20, 0)s"
2017-04-26 19:37:37.810537,10.0.0.13,10.0.0.12,"(49, 20, 0)s"
2017-04-26 19:37:39.894147,10.0.0.13,10.0.0.12,"(51, 20, 0)s"
2017-04-26 19:37:41.970410,10.0.0.13,10.0.0.12,"(53, 20, 0)s"
2017-04-26 19:37:44.047062,10.0.0.13,10.0.0.12,"(55, 20, 0)s"
2017-04-26 19:37:46.129564,10.0.0.13,10.0.0.12,"(57, 20, 0)s"
2017-04-26 19:37:48.206909,10.0.0.13,10.0.0.12,"(59, 20, 0)s"
2017-04-26 19:37:50.286132,10.0.0.13,10.0.0.12,"(1, 21, 0)s"
2017-04-26 19:37:52.374675,10.0.0.13,10.0.0.12,"(3, 21, 0)s"
2017-04-26 19:37:54.461169,10.0.0.13,10.0.0.12,"(5, 21, 0)s"
2017-04-26 19:37:56.545621,10.0.0.13,10.0.0.12,"(7, 21, 0)s"
2017-04-26 19:37:58.625523,10.0.0.13,10.0.0.12,"(9, 21, 0)s"
2017-04-26 19:38:00.709153,10.0.0.13,10.0.0.12,"(11, 21, 0)s"
2017-04-26 19:38:02.793443,10.0.0.13,10.0.0.12,"(13, 21, 0)s"
2017-04-26 19:38:04.875826,10.0.0.13,10.0.0.12,"(16, 21, 0)s"
2017-04-26 19:38:06.952320,10.0.0.13,10.0.0.12,"(18, 21, 0)s"
2017-04-26 19:38:09.033252,10.0.0.13,10.0.0.12,"(20, 21, 0)s"
2017-04-26 19:38:11.114325,10.0.0.13,10.0.0.12,"(22, 21, 0)s"
2017-04-26 19:38:13.197545,10.0.0.13,10.0.0.12,"(24, 21, 0)s"
2017-04-26 19:38:15.276617,10.0.0.13,10.0.0.12,"(26, 21, 0)s"
2017-04-26 19:38:17.360226,10.0.0.13,10.0.0.12,"(28, 21, 0)s"
2017-04-26 19:38:19.439603,10.0.0.13,10.0.0.12,"(30, 21, 0)s"
2017-04-26 19:38:21.516308,10.0.0.13,10.0.0.12,"(32, 21, 0)s"
2017-04-26 19:38:23.601039,10.0.0.13,10.0.0.12,"(34, 21, 0)s"
2017-04-26 19:38:25.683099,10.0.0.13,10.0.0.12,"(36, 21, 0)s"
2017-04-26 19:38:27.766585,10.0.0.13,10.0.0.12,"(38, 21, 0)s"
2017-04-26 19:38:29.852544,10.0.0.13,10.0.0.12,"(41, 21, 0)s"
2017-04-26 19:38:31.942869,10.0.0.13,10.0.0.12,"(43, 21, 0)s"
2017-04-26 19:38:34.024497,10.0.0.13,10.0.0.12,"(45, 21, 0)s"
2017-04-26 19:38:36.108158,10.0.0.13,10.0.0.12,"(47, 21, 0)s"
2017-04-26 19:38:38.192369,10.0.0.13,10.0.0.12,"(49, 21, 0)s"
2017-04-26 19:38:40.267747,10.0.0.13,10.0.0.12,"(51, 21, 0)s"
2017-04-26 19:38:42.348951,10.0.0.13,10.0.0.12,"(53, 21, 0)s"
2017-04-26 19:38:44.425696,10.0.0.13,10.0.0.12,"(55, 21, 0)s"
2017-04-26 19:38:46.504045,10.0.0.13,10.0.0.12,"(57, 21, 0)s"
2017-04-26 19:38:48.586160,10.0.0.13,10.0.0.12,"(59, 21, 0)s"
2017-04-26 19:38:50.672156,10.0.0.13,10.0.0.12,"(1, 22, 0)s"
2017-04-26 19:38:52.756838,10.0.0.13,10.0.0.12,"(3, 22, 0)s"
2017-04-26 19:38:54.839254,10.0.0.13,10.0.0.12,"(6, 22, 0)s"
2017-04-26 19:38:56.916946,10.0.0.13,10.0.0.12,"(8, 22, 0)s"
2017-04-26 19:38:58.998517,10.0.0.13,10.0.0.12,"(10, 22, 0)s"
2017-04-26 19:39:01.083325,10.0.0.13,10.0.0.12,"(12, 22, 0)s"
2017-04-26 19:39:03.171079,10.0.0.13,10.0.0.12,"(14, 22, 0)s"
2017-04-26 19:39:05.249608,10.0.0.13,10.0.0.12,"(16, 22, 0)s"
2017-04-26 19:39:07.319551,10.0.0.13,10.0.0.12,"(18, 22, 0)s"
2017-04-26 19:39:09.395546,10.0.0.13,10.0.0.12,"(20, 22, 0)s"
2017-04-26 19:39:11.472461,10.0.0.13,10.0.0.12,"(22, 22, 0)s"
2017-04-26 19:39:13.550853,10.0.0.13,10.0.0.12,"(24, 22, 0)s"
2017-04-26 19:39:15.626281,10.0.0.13,10.0.0.12,"(26, 22, 0)s"
2017-04-26 19:39:17.711006,10.0.0.13,10.0.0.12,"(28, 22, 0)s"
2017-04-26 19:39:19.790566,10.0.0.13,10.0.0.12,"(30, 22, 0)s"
2017-04-26 19:39:21.877016,10.0.0.13,10.0.0.12,"(33, 22, 0)s"
2017-04-26 19:39:23.964857,10.0.0.13,10.0.0.12,"(35, 22, 0)s"
2017-04-26 19:39:26.049457,10.0.0.13,10.0.0.12,"(37, 22, 0)s"
2017-04-26 19:39:28.134851,10.0.0.13,10.0.0.12,"(39, 22, 0)s"
2017-04-26 19:39:30.212203,10.0.0.13,10.0.0.12,"(41, 22, 0)s"
2017-04-26 19:39:32.288518,10.0.0.13,10.0.0.12,"(43, 22, 0)s"
2017-04-26 19:39:34.365277,10.0.0.13,10.0.0.12,"(45, 22, 0)s"
2017-04-26 19:39:36.442469,10.0.0.13,10.0.0.12,"(47, 22, 0)s"
2017-04-26 19:39:38.521014,10.0.0.13,10.0.0.12,"(49, 22, 0)s"
2017-04-26 19:39:40.580883,10.0.0.13,10.0.0.12,"(51, 22, 0)s"
2017-04-26 19:39:42.665126,10.0.0.13,10.0.0.12,"(53, 22, 0)s"
2017-04-26 19:39:44.751277,10.0.0.13,10.0.0.12,"(55, 22, 0)s"
2017-04-26 19:39:46.837441,10.0.0.13,10.0.0.12,"(58, 22, 0)s"
2017-04-26 19:39:48.922516,10.0.0.13,10.0.0.12,"(0, 23, 0)s"
2017-04-26 19:39:51.007770,10.0.0.13,10.0.0.12,"(2, 23, 0)s"
2017-04-26 19:39:53.084522,10.0.0.13,10.0.0.12,"(4, 23, 0)s"
2017-04-26 19:39:55.161063,10.0.0.13,10.0.0.12,"(6, 23, 0)s"
2017-04-26 19:39:57.243571,10.0.0.13,10.0.0.12,"(8, 23, 0)s"
2017-04-26 19:39:59.320226,10.0.0.13,10.0.0.12,"(10, 23, 0)s"
2017-04-26 19:40:01.374239,10.0.0.13,10.0.0.12,"(12, 23, 0)s"
2017-04-26 19:40:03.460378,10.0.0.13,10.0.0.12,"(14, 23, 0)s"
2017-04-26 19:40:05.549376,10.0.0.13,10.0.0.12,"(16, 23, 0)s"
2017-04-26 19:40:07.641306,10.0.0.13,10.0.0.12,"(18, 23, 0)s"
2017-04-26 19:40:09.724557,10.0.0.13,10.0.0.12,"(20, 23, 0)s"
2017-04-26 19:40:11.806029,10.0.0.13,10.0.0.12,"(23, 23, 0)s"
2017-04-26 19:40:13.888445,10.0.0.13,10.0.0.12,"(25, 23, 0)s"
2017-04-26 19:40:15.970351,10.0.0.13,10.0.0.12,"(27, 23, 0)s"
2017-04-26 19:40:18.047581,10.0.0.13,10.0.0.12,"(29, 23, 0)s"
2017-04-26 19:40:20.123589,10.0.0.13,10.0.0.12,"(31, 23, 0)s"
2017-04-26 19:40:22.201564,10.0.0.13,10.0.0.12,"(33, 23, 0)s"
2017-04-26 19:40:24.281317,10.0.0.13,10.0.0.12,"(35, 23, 0)s"
2017-04-26 19:40:26.364769,10.0.0.13,10.0.0.12,"(37, 23, 0)s"
2017-04-26 19:40:28.448188,10.0.0.13,10.0.0.12,"(39, 23, 0)s"
2017-04-26 19:40:30.526886,10.0.0.13,10.0.0.12,"(41, 23, 0)s"
2017-04-26 19:40:32.612243,10.0.0.13,10.0.0.12,"(43, 23, 0)s"
2017-04-26 19:40:34.701845,10.0.0.13,10.0.0.12,"(45, 23, 0)s"
2017-04-26 19:40:36.784209,10.0.0.13,10.0.0.12,"(47, 23, 0)s"
2017-04-26 19:40:38.867546,10.0.0.13,10.0.0.12,"(50, 23, 0)s"
2017-04-26 19:40:40.949215,10.0.0.13,10.0.0.12,"(52, 23, 0)s"
2017-04-26 19:40:43.026293,10.0.0.13,10.0.0.12,"(54, 23, 0)s"
2017-04-26 19:40:45.104540,10.0.0.13,10.0.0.12,"(56, 23, 0)s"
2017-04-26 19:40:47.181169,10.0.0.13,10.0.0.12,"(58, 23, 0)s"
2017-04-26 19:40:49.257488,10.0.0.13,10.0.0.12,"(0, 24, 0)s"
2017-04-26 19:40:51.333181,10.0.0.13,10.0.0.12,"(2, 24, 0)s"
2017-04-26 19:40:53.410286,10.0.0.13,10.0.0.12,"(4, 24, 0)s"
2017-04-26 19:40:55.476197,10.0.0.13,10.0.0.12,"(6, 24, 0)s"
2017-04-26 19:40:57.564620,10.0.0.13,10.0.0.12,"(8, 24, 0)s"
2017-04-26 19:40:59.645930,10.0.0.13,10.0.0.12,"(10, 24, 0)s"
2017-04-26 19:41:01.728155,10.0.0.13,10.0.0.12,"(12, 24, 0)s"
2017-04-26 19:41:03.803890,10.0.0.13,10.0.0.12,"(15, 24, 0)s"
2017-04-26 19:41:05.881110,10.0.0.13,10.0.0.12,"(17, 24, 0)s"
2017-04-26 19:41:07.958829,10.0.0.13,10.0.0.12,"(19, 24, 0)s"
2017-04-26 19:41:10.035290,10.0.0.13,10.0.0.12,"(21, 24, 0)s"
2017-04-26 19:41:12.116441,10.0.0.13,10.0.0.12,"(23, 24, 0)s"
2017-04-26 19:41:14.199941,10.0.0.13,10.0.0.12,"(25, 24, 0)s"
2017-04-26 19:41:16.286395,10.0.0.13,10.0.0.12,"(27, 24, 0)s"
2017-04-26 19:41:18.372251,10.0.0.13,10.0.0.12,"(29, 24, 0)s"
2017-04-26 19:41:20.458537,10.0.0.13,10.0.0.12,"(31, 24, 0)s"
2017-04-26 19:41:22.540123,10.0.0.13,10.0.0.12,"(33, 24, 0)s"
2017-04-26 19:41:24.624085,10.0.0.13,10.0.0.12,"(35, 24, 0)s"
2017-04-26 19:41:26.706253,10.0.0.13,10.0.0.12,"(37, 24, 0)s"
2017-04-26 19:41:28.788872,10.0.0.13,10.0.0.12,"(39, 24, 0)s"
2017-04-26 19:41:30.871019,10.0.0.13,10.0.0.12,"(42, 24, 0)s"
2017-04-26 19:41:32.950543,10.0.0.13,10.0.0.12,"(44, 24, 0)s"
2017-04-26 19:41:35.041963,10.0.0.13,10.0.0.12,"(46, 24, 0)s"
2017-04-26 19:41:37.131712,10.0.0.13,10.0.0.12,"(48, 24, 0)s"
2017-04-26 19:41:39.217750,10.0.0.13,10.0.0.12,"(50, 24, 0)s"
2017-04-26 19:41:41.299354,10.0.0.13,10.0.0.12,"(52, 24, 0)s"
2017-04-26 19:41:43.379766,10.0.0.13,10.0.0.12,"(54, 24, 0)s"
2017-04-26 19:41:45.458308,10.0.0.13,10.0.0.12,"(56, 24, 0)s"
2017-04-26 19:41:47.545636,10.0.0.13,10.0.0.12,"(58, 24, 0)s"
2017-04-26 19:41:49.625115,10.0.0.13,10.0.0.12,"(0, 25, 0)s"
2017-04-26 19:41:51.702113,10.0.0.13,10.0.0.12,"(2, 25, 0)s"
2017-04-26 19:41:53.784525,10.0.0.13,10.0.0.12,"(4, 25, 0)s"
2017-04-26 19:41:55.871327,10.0.0.13,10.0.0.12,"(7, 25, 0)s"
2017-04-26 19:41:57.955191,10.0.0.13,10.0.0.12,"(9, 25, 0)s"
2017-04-26 19:42:00.039885,10.0.0.13,10.0.0.12,"(11, 25, 0)s"
2017-04-26 19:42:02.124808,10.0.0.13,10.0.0.12,"(13, 25, 0)s"
2017-04-26 19:42:04.212432,10.0.0.13,10.0.0.12,"(15, 25, 0)s"
2017-04-26 19:42:06.297856,10.0.0.13,10.0.0.12,"(17, 25, 0)s"
2017-04-26 19:42:08.380779,10.0.0.13,10.0.0.12,"(19, 25, 0)s"
2017-04-26 19:42:10.462280,10.0.0.13,10.0.0.12,"(21, 25, 0)s"
2017-04-26 19:42:12.544748,10.0.0.13,10.0.0.12,"(23, 25, 0)s"
2017-04-26 19:42:14.627254,10.0.0.13,10.0.0.12,"(25, 25, 0)s"
2017-04-26 19:42:16.723711,10.0.0.13,10.0.0.12,"(27, 25, 0)s"
2017-04-26 19:42:18.800141,10.0.0.13,10.0.0.12,"(30, 25, 0)s"
2017-04-26 19:42:20.882595,10.0.0.13,10.0.0.12,"(32, 25, 0)s"
2017-04-26 19:42:22.961083,10.0.0.13,10.0.0.12,"(34, 25, 0)s"
2017-04-26 19:42:25.048276,10.0.0.13,10.0.0.12,"(36, 25, 0)s"
2017-04-26 19:42:27.126944,10.0.0.13,10.0.0.12,"(38, 25, 0)s"
2017-04-26 19:42:29.203574,10.0.0.13,10.0.0.12,"(40, 25, 0)s"
2017-04-26 19:42:31.285611,10.0.0.13,10.0.0.12,"(42, 25, 0)s"
2017-04-26 19:42:33.369036,10.0.0.13,10.0.0.12,"(44, 25, 0)s"
2017-04-26 19:42:35.444758,10.0.0.13,10.0.0.12,"(46, 25, 0)s"
2017-04-26 19:42:37.534679,10.0.0.13,10.0.0.12,"(48, 25, 0)s"
2017-04-26 19:42:39.619823,10.0.0.13,10.0.0.12,"(50, 25, 0)s"
2017-04-26 19:42:41.702973,10.0.0.13,10.0.0.12,"(52, 25, 0)s"
2017-04-26 19:42:43.784905,10.0.0.13,10.0.0.12,"(54, 25, 0)s"
2017-04-26 19:42:45.866922,10.0.0.13,10.0.0.12,"(57, 25, 0)s"
2017-04-26 19:42:47.953340,10.0.0.13,10.0.0.12,"(59, 25, 0)s"
2017-04-26 19:42:50.033930,10.0.0.13,10.0.0.12,"(1, 26, 0)s"
2017-04-26 19:42:52.118084,10.0.0.13,10.0.0.12,"(3, 26, 0)s"
2017-04-26 19:42:54.194686,10.0.0.13,10.0.0.12,"(5, 26, 0)s"
2017-04-26 19:42:56.282984,10.0.0.13,10.0.0.12,"(7, 26, 0)s"
2017-04-26 19:42:58.371901,10.0.0.13,10.0.0.12,"(9, 26, 0)s"
2017-04-26 19:43:00.448667,10.0.0.13,10.0.0.12,"(11, 26, 0)s"
2017-04-26 19:43:02.526516,10.0.0.13,10.0.0.12,"(13, 26, 0)s"
2017-04-26 19:43:04.605050,10.0.0.13,10.0.0.12,"(15, 26, 0)s"
2017-04-26 19:43:06.694262,10.0.0.13,10.0.0.12,"(17, 26, 0)s"
2017-04-26 19:43:08.786069,10.0.0.13,10.0.0.12,"(19, 26, 0)s"
